chargeback_id,chargeback_reason,chargeback_status,chargeback_amount,issuer_response,acquirer_response
1da4a48423b45db9eb872fbd7b5eaccb,cobranca_duplicada,ganho,110.46,aprovado,aceito
cf196f76ab79db89d7a714a242256df1,mercadoria_nao_recebida,ganho,111.19,aprovado,aceito
cbe66915eba00a69bf2b3293077ff20b,mercadoria_nao_recebida,ganho,111.33,aprovado,aceito
8462f0be98b582991e37cc159d74781e,mercadoria_nao_recebida,perdido,111.71,aprovado,aceito
f25f425c1627a369f769d91d56c3da67,voucher_indisponivel,ganho,111.91,aprovado,aceito
5afbfbc1d4f7235258bea4e37dcbf406,erro_de_processamento,ganho,112.25,aprovado,aceito
c2575ff905b5b189ccda375084be2de2,mercadoria_nao_recebida,ganho,113.48,aprovado,aceito
ba21f24f06b977e43ce37b317a6974f6,mercadoria_nao_recebida,ganho,113.62,aprovado,aceito
067f4abd68a2b1e0b8b158945a91680b,cobranca_duplicada,ganho,114.24,aprovado,aceito
ca1533a4041a98501d0c3250c7dff345,mercadoria_nao_recebida,ganho,114.88,aprovado,aceito
c139edcf8b223915f78d5a487a6b5500,mercadoria_nao_recebida,ganho,115.02,aprovado,aceito
20964c77d7bb845d228094e71ea28101,cobranca_duplicada,ganho,115.74,aprovado,aceito
1b2e84ddae3d008de5b1cc139a03c174,cobranca_duplicada,ganho,115.81,aprovado,aceito
bd575d6ab64e8452789c304408f514eb,mercadoria_nao_recebida,ganho,116.36,aprovado,aceito
c862d307944b0dd344a6e4310a345564,mercadoria_nao_recebida,ganho,116.94,aprovado,aceito
37ce40447807e0d3e58cc474ce549881,erro_de_processamento,ganho,117.04,aprovado,aceito
5bd04e944fbdeb94cb04e86654501cfb,erro_de_processamento,ganho,117.04,aprovado,aceito
77f1ce3b8d86fff49b9c811f00f4dc13,fraude,ganho,117.04,aprovado,aceito
802d159a5a99085c8f291426f6ed7ea7,mercadoria_nao_recebida,perdido,117.88,aprovado,aceito
fc024e7a7e5a5ac73800730c0b388063,defeito,perdido,118.17,aprovado,aceito
20aac17e27ac5fb3ebbf44a26b0e2d3c,cobranca_duplicada,ganho,118.35,aprovado,aceito
c6fa9f5af647f54d235728bb12eaf5f5,mercadoria_nao_recebida,ganho,118.60,aprovado,aceito
6c93ca822cc626b24dfbda211ce26e53,fraude,ganho,118.89,aprovado,aceito
c5874d438cf199ea7c0f27967f6cf462,mercadoria_nao_recebida,ganho,120.35,aprovado,aceito
7860e9b8501efdbdc0be993136da3c52,fraude,ganho,120.49,aprovado,aceito
f58c538485f196aedcc7a7f6cbe34dd6,defeito,perdido,120.61,aprovado,aceito
d3a156f7a2b75eb91917689326171a3d,mercadoria_nao_recebida,ganho,122.20,aprovado,aceito
59bef859ee544206d66d43cd4a50fac9,erro_de_processamento,ganho,122.44,aprovado,aceito
bedf0a24ebbb0d930f1849c2999c53b3,mercadoria_nao_recebida,ganho,122.50,aprovado,aceito
2eaa9442b80b5a4698a0635ebbb65dbc,defeito,ganho,123.33,aprovado,aceito
c5e7498e13b3cedcde9bbefcd98596e4,mercadoria_nao_recebida,ganho,123.50,aprovado,aceito
c34a43c027fa7de5cb6c02735ada2ffd,mercadoria_nao_recebida,ganho,123.68,aprovado,aceito
30597759d1d7db03d11b1fd56b1fcfd2,erro_de_processamento,ganho,124.52,aprovado,aceito
1c68f342af2c9f303a048d365b0153b7,cobranca_duplicada,ganho,125.42,aprovado,aceito
d4903bea07e89ed0f2bd8320a65ec482,mercadoria_nao_recebida,ganho,125.42,aprovado,aceito
bac84a37ff8746de71d3ba5a6aadecdd,mercadoria_nao_recebida,ganho,125.74,aprovado,aceito
d0269d8e6e340202e519f59cefeb094d,mercadoria_nao_recebida,ganho,125.88,aprovado,aceito
2eb25d32344f7fc22c7d52e33110bd51,defeito,ganho,125.90,aprovado,aceito
51355c5169d0324db651913ef8121f8c,erro_de_processamento,ganho,127.66,aprovado,aceito
505600165af42b25a7f2f17756eb1b8c,erro_de_processamento,ganho,128.02,aprovado,aceito
18248821ee955752db5292194e4b6970,cobranca_duplicada,ganho,128.10,aprovado,aceito
d32fbb7b9c7d393b293c80e66091ee4b,mercadoria_nao_recebida,ganho,130.26,aprovado,aceito
94a71ff8bd4a687bc057ea5d81c81dc9,mercadoria_nao_recebida,ganho,132.00,aprovado,aceito
961f2f24951560987b91c89816b10cae,mercadoria_nao_recebida,ganho,132.10,aprovado,aceito
572277c7077b3c381368920d578e0790,erro_de_processamento,ganho,132.72,aprovado,aceito
d233630561c3babf58e2ca3c0ca52bd2,mercadoria_nao_recebida,ganho,133.20,aprovado,aceito
80c3c4405891ad9ae20692b3546aed20,mercadoria_nao_recebida,perdido,133.34,aprovado,aceito
fbfec5593964c86891112d4bd2492c14,defeito,perdido,133.46,aprovado,aceito
f4eadb63785a85c5624767458b5f5cc6,defeito,perdido,133.69,aprovado,aceito
ca5b8e79b5bbdba8ba16a07bc8d2ca61,mercadoria_nao_recebida,ganho,133.71,aprovado,aceito
cd866ebb9aa10bfa70f22d11e82bc4e9,mercadoria_nao_recebida,ganho,133.81,aprovado,aceito
f5eff661c2631c9cd86938bef47aa2d4,defeito,perdido,134.59,aprovado,aceito
ce7f20b493bdd502a0443f39ad764684,mercadoria_nao_recebida,ganho,135.00,aprovado,aceito
d2aa63ac411996ad85fc0099c47db2df,mercadoria_nao_recebida,ganho,135.24,aprovado,aceito
7fb9a8071a075a78c82420971e66dd77,mercadoria_nao_recebida,ganho,1354.06,aprovado,aceito
1e1315cb0c2f66a0863138b7205a8e1b,cobranca_duplicada,ganho,136.30,aprovado,aceito
c0f8ab6b8ca98ae53f4acc203b206e0d,mercadoria_nao_recebida,ganho,136.47,aprovado,aceito
79ebf5a42880cee256b9d4517d03d68b,fraude,ganho,136.71,aprovado,aceito
78cf50046b61f1f374ab7dc4a12bd20d,fraude,ganho,137.07,aprovado,aceito
c668959320c802e085e34b42a9b3e7fe,mercadoria_nao_recebida,ganho,137.08,aprovado,aceito
d1fe1d87c3f8a425c2054ac158ab12e1,mercadoria_nao_recebida,ganho,137.40,aprovado,aceito
3ad540acc809c0ce95b1dfe9cb4b4343,erro_de_processamento,ganho,137.53,aprovado,aceito
52b5d9c64618868f5f1367c7934dbf1f,erro_de_processamento,ganho,139.52,aprovado,aceito
c913512a7fa84d29251cc036c4bdcd6a,mercadoria_nao_recebida,ganho,139.60,aprovado,aceito
c2a550cc5f966506b717532441c221e5,mercadoria_nao_recebida,ganho,139.61,aprovado,aceito
55b2ad4123def9f023f3196c460badca,erro_de_processamento,ganho,139.98,aprovado,aceito
1cbcc355e275e5143ab1dbf260ca14f1,cobranca_duplicada,ganho,14.72,aprovado,aceito
b9866b0dfe289f3a7f15e190b0283d34,mercadoria_nao_recebida,ganho,141.04,aprovado,aceito
bf27902e7735a428c81f52189dec50e4,mercadoria_nao_recebida,ganho,141.33,aprovado,aceito
2ee76a4a1d729880a350fcda807b492b,defeito,ganho,141.51,aprovado,aceito
f323bb8ea0778da8d42a6de6499edb87,voucher_indisponivel,ganho,141.94,aprovado,aceito
5b8b540b5934e4af4790f609af380cf8,erro_de_processamento,ganho,143.20,aprovado,aceito
70106ccc9d334eb87a749a2e17344f7d,fraude,ganho,144.14,aprovado,aceito
05dc8285104a0f76f6e8d6b2ff9417b2,cobranca_duplicada,ganho,144.59,aprovado,aceito
520a772c685704aec515546f7a098ea9,erro_de_processamento,ganho,145.56,aprovado,aceito
c7a01909a06bdf140604711177208036,mercadoria_nao_recebida,ganho,146.13,aprovado,aceito
813e757cecde8eee7af8d87fea8e50f1,mercadoria_nao_recebida,perdido,146.34,aprovado,aceito
5965bbd72c3ca0d9634419437ca53897,erro_de_processamento,ganho,147.99,aprovado,aceito
c546b3619cf94e3bfdffe96c5431122a,mercadoria_nao_recebida,ganho,148.14,aprovado,aceito
81d9549a0a8197c72b338f870174f397,mercadoria_nao_recebida,perdido,148.76,aprovado,aceito
4ed127b02fb1ebdaf9a0e4be8ca000f9,voucher_indisponivel,ganho,148.94,aprovado,aceito
88c2f1df68b3360d2a6c71cf40941035,mercadoria_nao_recebida,perdido,150.05,aprovado,aceito
2e7b2330e3d679e08be10dc1ad695e94,defeito,ganho,150.17,aprovado,aceito
90f7af0187e8633c3a1f22e397558fe1,mercadoria_nao_recebida,ganho,150.50,aprovado,aceito
c3fdd79a248296dd41d7369eb034db97,mercadoria_nao_recebida,ganho,150.67,aprovado,aceito
cd98f2d08f3ae54d290fa99c0c242388,mercadoria_nao_recebida,ganho,150.89,aprovado,aceito
559e95307dd31619f52fde406925e840,erro_de_processamento,ganho,152.03,aprovado,aceito
78ee9d46bf8b130d3b16715c5022413c,fraude,ganho,152.04,aprovado,aceito
c5b977015b27b1b086bebf07bd454df6,mercadoria_nao_recebida,ganho,152.77,aprovado,aceito
f9198719b5e6149a3191c420285a7245,defeito,perdido,153.39,aprovado,aceito
5b93109649fd0855758bb61ef5fc3d37,erro_de_processamento,ganho,153.48,aprovado,aceito
4ff1875e3f8c120cfe6cef2ec1aca104,erro_de_processamento,ganho,154.11,aprovado,aceito
341d0ee42d08b192c88aaa1c360f97e9,erro_de_processamento,ganho,154.42,aprovado,aceito
ce44f44ee93f1deea42e493e84b5cd63,mercadoria_nao_recebida,ganho,155.14,aprovado,aceito
5325c0655c8fabfab6654453c2265397,erro_de_processamento,ganho,156.84,aprovado,aceito
17a3d477ebcd2f70cf12135d4e07fb17,cobranca_duplicada,ganho,157.21,aprovado,aceito
ba67c6b69ba40e05d03595b0b0730437,mercadoria_nao_recebida,ganho,157.22,aprovado,aceito
f95e68e0a929684e9e406ad28d6604a3,defeito,perdido,157.22,aprovado,aceito
9544da84a1f36efaf61504e2fbed951a,mercadoria_nao_recebida,perdido,157.26,aprovado,aceito
5a349f273f2b09f31ea9e761ae655586,erro_de_processamento,ganho,157.30,aprovado,aceito
56dc63a3acc55198e59e64a07cb6db7f,erro_de_processamento,ganho,157.81,aprovado,aceito
caf0f5c4a7ef81f3056cdc400f45ef2c,mercadoria_nao_recebida,ganho,158.22,aprovado,aceito
534a0fbe91a806a1dc6bf09b497e3d6f,erro_de_processamento,ganho,158.30,aprovado,aceito
bcdfe27f47e1b9e9cce4d8c2e54566ed,mercadoria_nao_recebida,ganho,158.51,aprovado,aceito
531adaed1a1981c1cf381bbf3a4a3895,erro_de_processamento,ganho,158.71,aprovado,aceito
c844fe47e745e3199e1f985e6dec1618,mercadoria_nao_recebida,ganho,159.54,aprovado,aceito
c7873fbbe3a42117a53be238d9b734f3,mercadoria_nao_recebida,ganho,16.39,aprovado,aceito
55b5a2fb966c36bed46f082ad6062914,voucher_indisponivel,ganho,16.84,aprovado,aceito
1729ff43a8a349e7762f284b50588055,cobranca_duplicada,ganho,160.54,aprovado,aceito
52c470bb7e38c0180705d1339fbc1cc4,erro_de_processamento,ganho,161.24,aprovado,aceito
1b3190b2dfa9d789e1f14c05b647a14a,cobranca_duplicada,ganho,162.25,aprovado,aceito
93964a297e76080736d065295fd5b437,mercadoria_nao_recebida,ganho,163.24,aprovado,aceito
c38c9bc64c50852ae814ac2dc6bff45d,mercadoria_nao_recebida,ganho,163.47,aprovado,aceito
be9b4aa61bbe31e9d0191e3bfe51723d,mercadoria_nao_recebida,ganho,163.61,aprovado,aceito
c546a6c20db2388cfdf1f72285456a3f,mercadoria_nao_recebida,ganho,164.79,aprovado,aceito
964bc1b427d6a485b515efcab9985e68,mercadoria_nao_recebida,ganho,165.70,aprovado,aceito
f593228a7a25e9633ff78a4ce0d0d4cc,defeito,perdido,165.80,aprovado,aceito
06263a9c3476eea0ca0fd70081bc7cda,cobranca_duplicada,ganho,166.58,aprovado,aceito
c62b6637a1c509d71c093e1e950c2ece,mercadoria_nao_recebida,ganho,166.58,aprovado,aceito
f8268f009c38528d7c7840a5d46ef8ca,defeito,perdido,166.81,aprovado,aceito
50bab6ddd523b8b8b4bda6a45f4f6b53,erro_de_processamento,ganho,166.98,aprovado,aceito
bdb92d2b88b1514aebc54ba49ed0c20d,mercadoria_nao_recebida,ganho,168.06,aprovado,aceito
d42ba61a59ac7b2af476d42dbe16f68e,mercadoria_nao_recebida,ganho,168.28,aprovado,aceito
15e097de1b936c739e7815d50edbb994,cobranca_duplicada,ganho,168.29,aprovado,aceito
20eb7eeb96c1d064240b1c21ab810398,cobranca_duplicada,ganho,168.29,aprovado,aceito
f48a1909651bdf6645b2cc6fa8e8ea1d,defeito,perdido,168.65,aprovado,aceito
ce85845ca7d1014cbae2bddabe1d468c,mercadoria_nao_recebida,ganho,169.50,aprovado,aceito
062ce984a468dfa021e43bdf17ae158c,voucher_indisponivel,ganho,17.53,aprovado,aceito
940b17cda16a315ebce41e39a03a759e,mercadoria_nao_recebida,perdido,172.04,aprovado,aceito
bfb074fa3d43b5b13e7a67203ebdedf5,mercadoria_nao_recebida,ganho,173.22,aprovado,aceito
d329bd974553f5e57a2f672cc82dab69,mercadoria_nao_recebida,ganho,173.53,aprovado,aceito
8576600e6c8cf9ff884eaa76c8089eeb,mercadoria_nao_recebida,perdido,174.07,aprovado,aceito
bde8c7ae87400615f77bc90cfe254f38,mercadoria_nao_recebida,ganho,174.63,aprovado,aceito
cf08f889cfc7f4e20d52cf7c6828eeee,mercadoria_nao_recebida,ganho,175.16,aprovado,aceito
57c432fd96e9d52639f048eb1b2a5b10,erro_de_processamento,ganho,176.83,aprovado,aceito
1a3fba90ea359c9da001520adf13fa7e,cobranca_duplicada,ganho,177.37,aprovado,aceito
56a458ff4a4d0dc8ecd97b7dc2ba33b0,erro_de_processamento,ganho,178.03,aprovado,aceito
c733bae44f0aa970fb902baf713a1372,mercadoria_nao_recebida,ganho,179.01,aprovado,aceito
bded443ac67a4c815ca74ea219ad30e7,mercadoria_nao_recebida,ganho,18.87,aprovado,aceito
175825d48ba5a2082a843888ac1b08fb,cobranca_duplicada,ganho,180.90,aprovado,aceito
888145bee8f63a354c8b421852577b73,mercadoria_nao_recebida,perdido,181.86,aprovado,aceito
d1ac8d5603f587877a5873ac2bbf9c70,mercadoria_nao_recebida,ganho,182.29,aprovado,aceito
cf53791f14dde2f6520a9af8dc72c413,mercadoria_nao_recebida,ganho,182.34,aprovado,aceito
074eec999695249a1f80e3c7ea1aab01,cobranca_duplicada,ganho,182.60,aprovado,aceito
937ca79de438593867663c25fd34ea4b,mercadoria_nao_recebida,perdido,183.03,aprovado,aceito
779b6f84b404177ab8f8f5cfd0137216,voucher_indisponivel,ganho,183.32,aprovado,aceito
c1a86ab051ab4567d31bd8ffc3feec55,mercadoria_nao_recebida,ganho,183.83,aprovado,aceito
54aba7d2489d6b8a6bc2fa1a54a1bb69,erro_de_processamento,ganho,185.17,aprovado,aceito
567cb4e829743d8cc4dd3dc72b6d7136,erro_de_processamento,ganho,185.60,aprovado,aceito
c9abb9f3b4b71b87bfbc5645a02cf8cc,mercadoria_nao_recebida,ganho,185.80,aprovado,aceito
cf52c3631e531c83e5f92681b933a521,mercadoria_nao_recebida,ganho,186.66,aprovado,aceito
59e2c9c767326c7343b0bc5b3fd09225,erro_de_processamento,ganho,187.43,aprovado,aceito
93b055de61a2d8f6fb20ae3a2ca073f5,mercadoria_nao_recebida,perdido,189.25,aprovado,aceito
4f7d7c29804187d1b3e013ac5fe1dae5,erro_de_processamento,ganho,190.00,aprovado,aceito
6c8dc9b7ff1a1e35349382fa962de9fd,fraude,ganho,190.28,aprovado,aceito
6c573838baa815157de3db3fafbd60a5,fraude,ganho,190.98,aprovado,aceito
be4ce210f993d9e26a013ae7e93b6893,mercadoria_nao_recebida,ganho,192.37,aprovado,aceito
d12398066a36e2022fcdbf83c458bcf2,mercadoria_nao_recebida,ganho,192.56,aprovado,aceito
cf0e03e1812c8c676e5f37237bd08af0,mercadoria_nao_recebida,ganho,194.02,aprovado,aceito
d2816e182d8750e410a4288b16a9ecd6,mercadoria_nao_recebida,ganho,194.30,aprovado,aceito
16fe5fdb7f5aa0c9e841387dfec29821,cobranca_duplicada,ganho,195.70,aprovado,aceito
cf6dae8cde51d9482f323783a76b6446,mercadoria_nao_recebida,ganho,196.68,aprovado,aceito
79fc134b916a8831d03be5a38144e016,fraude,ganho,196.99,aprovado,aceito
f1cd9d30a289847f9a18900d191a4f05,defeito,ganho,197.02,aprovado,aceito
5a909d6376edac123359549cd82341df,voucher_indisponivel,ganho,20.00,aprovado,aceito
f1d6313ed30c82ba1523aad41c60685e,voucher_indisponivel,ganho,20.00,aprovado,aceito
56b50d57e6b735968a48a170b8364893,erro_de_processamento,ganho,200.36,aprovado,aceito
91fbd38c414f6f3a3450d7e5aa6e10fa,mercadoria_nao_recebida,ganho,202.53,aprovado,aceito
59f20ac0aae46d0940018c589d3571f4,erro_de_processamento,ganho,203.42,aprovado,aceito
50997e4944fb68c2da4386a8dedbd498,erro_de_processamento,ganho,205.31,aprovado,aceito
bce830798b60635f1cdb43fed38ab2f2,mercadoria_nao_recebida,ganho,205.88,aprovado,aceito
177200d363504ea94b5064b05929e2e6,cobranca_duplicada,ganho,206.68,aprovado,aceito
32510b081654e6d2e96fad5a6525660f,erro_de_processamento,ganho,207.24,aprovado,aceito
cb9f1593718b376b364bf688ce11d3b6,mercadoria_nao_recebida,ganho,208.14,aprovado,aceito
5b023700ca22594b76150412fb31d733,erro_de_processamento,ganho,21.04,aprovado,aceito
ceb992824b749348734de15eaca939ac,mercadoria_nao_recebida,ganho,21.59,aprovado,aceito
c1deab56eafcb4bec7703bbe7bd25137,mercadoria_nao_recebida,ganho,21.60,aprovado,aceito
94f522c26f2681ad053b999e34e7b317,mercadoria_nao_recebida,ganho,210.01,aprovado,aceito
c108072ab31ec90a754129c171577f5f,mercadoria_nao_recebida,ganho,210.82,aprovado,aceito
773f515d33d86f596ef646f6864670c0,fraude,ganho,214.14,aprovado,aceito
063f19fae1eadbb92dc30d00b7cc870c,cobranca_duplicada,ganho,215.31,aprovado,aceito
d2b03101f40ceec33aab383966db0328,mercadoria_nao_recebida,ganho,216.40,aprovado,aceito
bdf7cbcf2a174866c15ade0d9a55bf7d,mercadoria_nao_recebida,ganho,217.58,aprovado,aceito
919baca007d9525b6668c18f79a33197,mercadoria_nao_recebida,ganho,217.81,aprovado,aceito
5245b2a0d8f76eae66a2e6c81528e430,erro_de_processamento,ganho,218.27,aprovado,aceito
cec79ef92819a9f1f2009e1d8cf26db8,mercadoria_nao_recebida,ganho,22.58,aprovado,aceito
85c467a504e5796387bb68fe2adcc256,mercadoria_nao_recebida,perdido,2204.04,aprovado,aceito
9450436aed6e34dfd38b4b087e27c572,mercadoria_nao_recebida,perdido,221.34,aprovado,aceito
50516ea7f0e69111faf523c5d7900c15,erro_de_processamento,ganho,222.71,aprovado,aceito
c0d7ffda628810fb83a35a91d1a21887,mercadoria_nao_recebida,ganho,227.47,aprovado,aceito
c919ace1499c5ef88133bf33307ba863,mercadoria_nao_recebida,ganho,227.73,aprovado,aceito
c995be74082b70d3ec06d817e73f7300,mercadoria_nao_recebida,ganho,228.95,aprovado,aceito
d40c11d0b2048b65586327176ebea519,mercadoria_nao_recebida,ganho,23.60,aprovado,aceito
7758cf0b4302587a9628d90b58d56dd8,fraude,ganho,23.93,aprovado,aceito
8bf44eb0d19208f9bde92d553a6bf064,mercadoria_nao_recebida,ganho,231.80,aprovado,aceito
c0ab546d7eeab2e210dbc49084319e46,mercadoria_nao_recebida,ganho,236.13,aprovado,aceito
c74cf1ca276671008659269ab5a0d058,mercadoria_nao_recebida,ganho,24.68,aprovado,aceito
7f7198074b26ee520359379a889980fd,mercadoria_nao_recebida,perdido,242.89,aprovado,aceito
d43547ebdfd7f5f70df830db89710200,mercadoria_nao_recebida,ganho,243.40,aprovado,aceito
560f7585b57fcc9579460fa21c0d8ec1,erro_de_processamento,ganho,243.45,aprovado,aceito
510c73928b73404e2d64851f6b4bfdc5,erro_de_processamento,ganho,246.28,aprovado,aceito
52577f39f9f27644903361597585d367,erro_de_processamento,ganho,249.03,aprovado,aceito
d2927bf34d3adc3b878e226b7af91519,mercadoria_nao_recebida,ganho,249.59,aprovado,aceito
bfaf52f28000e56f19ad821354fa9cab,mercadoria_nao_recebida,ganho,249.90,aprovado,aceito
4ed418ef4e45eb8f9b22aee4366e9541,voucher_indisponivel,ganho,25.00,aprovado,aceito
d1322489f9218946b75ab9822e92157c,mercadoria_nao_recebida,ganho,25.13,aprovado,aceito
6c2df3329834884b60365f14e084c043,fraude,ganho,25.50,aprovado,aceito
95fc4c1eda4eb09aff114067af28e084,mercadoria_nao_recebida,ganho,25.62,aprovado,aceito
148e062419478699b7c98e0666e538a8,cobranca_duplicada,ganho,25.75,aprovado,aceito
1534266375dc7e304dd7e81942cb25cd,cobranca_duplicada,ganho,252.53,aprovado,aceito
f71952473c83952e23fb55146d59bfe2,defeito,perdido,253.35,aprovado,aceito
8752bda3e45c2207f9dc0f94146cd228,mercadoria_nao_recebida,perdido,258.23,aprovado,aceito
8906f8628f9d017732e7c6f40fbc57a0,mercadoria_nao_recebida,ganho,259.33,aprovado,aceito
003423b755b562962a6225a8de40d12e,cobranca_duplicada,ganho,261.33,aprovado,aceito
1c437b4d4326d36b71e91dd7a7c2c4f6,cobranca_duplicada,ganho,263.45,aprovado,aceito
907424cd045f2dcb775507e367f9ab60,mercadoria_nao_recebida,ganho,268.97,aprovado,aceito
d1839b49944e9f40df652ab476e812b7,mercadoria_nao_recebida,ganho,269.78,aprovado,aceito
1f0c014f0e64850a2020368551656dba,cobranca_duplicada,ganho,27.30,aprovado,aceito
ca9723bd71a5a9feff0a4f2ca2a6e840,mercadoria_nao_recebida,ganho,27.38,aprovado,aceito
509e842f25a95f3f7d53fec4c0b66501,erro_de_processamento,ganho,27.68,aprovado,aceito
ca0b30de0e60967b91fd5366743ba643,mercadoria_nao_recebida,ganho,27.68,aprovado,aceito
39841bda2ced6b58fb455964b6ad0f05,erro_de_processamento,ganho,27.77,aprovado,aceito
55e1aea2308e1c019ef7ea60766c5f7c,erro_de_processamento,ganho,27.96,aprovado,aceito
50cc103bda59bd29c59f33e00e19b4e7,erro_de_processamento,ganho,270.90,aprovado,aceito
f46d498479ef20f7cbe0d471d9ca0bcd,defeito,perdido,272.64,aprovado,aceito
7731a91dd46b3556ca99d3b3c34373ef,fraude,ganho,275.45,aprovado,aceito
d349a57c214e76cb866e64ffc04c23f4,mercadoria_nao_recebida,ganho,276.08,aprovado,aceito
7747943a54b29512ff1101e3881e5df9,fraude,ganho,276.18,aprovado,aceito
50aee6309ac7a0d4fd5c78ac0d4e5404,erro_de_processamento,ganho,277.48,aprovado,aceito
cf66a791440b22e6e21c4c339d07c001,mercadoria_nao_recebida,ganho,28.75,aprovado,aceito
206d1a13596872a713dba14504fdf699,cobranca_duplicada,ganho,286.45,aprovado,aceito
d3eb5011f10dfdf72c225f0c2030cc3f,mercadoria_nao_recebida,ganho,288.18,aprovado,aceito
58199a8d18062ab7c3fee55f16366d45,erro_de_processamento,ganho,29.38,aprovado,aceito
88096595631e8d26b658306256e3ce34,mercadoria_nao_recebida,ganho,298.19,aprovado,aceito
2e5dc86c8c4aa663549caf5e31de840d,defeito,ganho,299.92,aprovado,aceito
346c0a181df97b0776f3d7d4a2cec70f,erro_de_processamento,ganho,30.93,aprovado,aceito
53abe7c4aed1dfb3bf25e69723fd9a4d,erro_de_processamento,ganho,304.20,aprovado,aceito
4fddd85a9d1f46412f6715f5cfbea489,erro_de_processamento,ganho,31.23,aprovado,aceito
842e431b8a715723dec813ec65be3f55,mercadoria_nao_recebida,perdido,31.27,aprovado,aceito
cec3185bcfe3a9c60e73df2ae9bfa4ac,mercadoria_nao_recebida,ganho,31.73,aprovado,aceito
94a71bedec852e752e86d530d03d6061,mercadoria_nao_recebida,perdido,31.86,aprovado,aceito
59093e9d4ab91f46ff314e966e4268c1,erro_de_processamento,ganho,310.10,aprovado,aceito
c63f4a1a51b78e8b9c14cae50f2e1817,mercadoria_nao_recebida,ganho,315.84,aprovado,aceito
cac0cf69e6b636454b35048fac095f75,mercadoria_nao_recebida,ganho,316.64,aprovado,aceito
caaf47e44c959a733f8665acac275e69,mercadoria_nao_recebida,ganho,318.32,aprovado,aceito
ce2d26887805bd860b4ed0368e29ae95,mercadoria_nao_recebida,ganho,32.04,aprovado,aceito
